year,s1,season,station,station_id,stationv,stratum_use,sqnm_rgh,sqnm_smt,sqnm_all,bottom_type,decdeg_beglat_set,decdeg_beglon_set,decdeg_endlat_set,decdeg_endlon_set,s_status,cruise,uniquesta,svspp,spp,common_name,sex,catchwt,expcatchnum,length,expnumlen,c_status,sppsex,sppnm
2016,1,SPRING,2,270-3,2v24,27,220.37,499.69,720.07,ROUGH,42.28426,-69.95512,42.26799,-69.95283,audited,24161,24161  2,73,cod,ATLANTIC COD,0,113.2,94,65,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,3,271-2,3v24,27,220.37,499.69,720.07,SMOOTH,42.57411,-69.94665,42.59066,-69.94587,audited,24161,24161  3,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,4,271-1,4v24,27,220.37,499.69,720.07,SMOOTH,42.48886,-69.96749,42.47212,-69.96585,audited,24161,24161  4,73,cod,ATLANTIC COD,0,7.8,1,91,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,34,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,38,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,40,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,41,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,42,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,43,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,44,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,45,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,46,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,47,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,48,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,49,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,51,4,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,52,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,53,4,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,55,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,58,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,59,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,60,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,62,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,5,280-4,5v24,28,596,1385.06,1981.06,ROUGH,42.17424,-69.41496,42.15806,-69.41263,audited,24161,24161  5,73,cod,ATLANTIC COD,0,48.7,41,66,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,6,281-2,6v24,28,596,1385.06,1981.06,SMOOTH,42.33487,-68.92490,42.35199,-68.92810,audited,24161,24161  6,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,30,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,33,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,35,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,36,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,38,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,39,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,40,4,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,41,4,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,42,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,43,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,44,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,45,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,46,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,47,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,48,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,52,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,54,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,56,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,57,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,60,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,7,280-5,7v24,28,596,1385.06,1981.06,ROUGH,42.55074,-69.05272,42.53692,-69.04540,audited,24161,24161  7,73,cod,ATLANTIC COD,0,33.3,38,63,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,8,280-1,8v24,28,596,1385.06,1981.06,ROUGH,42.60906,-69.06953,42.59523,-69.05979,audited,24161,24161  8,73,cod,ATLANTIC COD,0,5.7,7,36,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,8,280-1,8v24,28,596,1385.06,1981.06,ROUGH,42.60906,-69.06953,42.59523,-69.05979,audited,24161,24161  8,73,cod,ATLANTIC COD,0,5.7,7,42,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,8,280-1,8v24,28,596,1385.06,1981.06,ROUGH,42.60906,-69.06953,42.59523,-69.05979,audited,24161,24161  8,73,cod,ATLANTIC COD,0,5.7,7,44,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,8,280-1,8v24,28,596,1385.06,1981.06,ROUGH,42.60906,-69.06953,42.59523,-69.05979,audited,24161,24161  8,73,cod,ATLANTIC COD,0,5.7,7,45,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,8,280-1,8v24,28,596,1385.06,1981.06,ROUGH,42.60906,-69.06953,42.59523,-69.05979,audited,24161,24161  8,73,cod,ATLANTIC COD,0,5.7,7,47,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,10,281-1,10v24,28,596,1385.06,1981.06,SMOOTH,42.49071,-69.43074,42.47585,-69.42946,audited,24161,24161 10,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,41,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,44,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,47,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,53,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,54,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,56,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,11,280-2,11v24,28,596,1385.06,1981.06,ROUGH,42.49881,-69.89512,42.48378,-69.90144,audited,24161,24161 11,73,cod,ATLANTIC COD,0,9.7,7,57,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,12,290-6,12v24,29,478.79,1110.22,1589.01,ROUGH,42.33334,-67.78351,42.34792,-67.78733,audited,24161,24161 12,73,cod,ATLANTIC COD,0,4.5,1,76,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,13,290-3,13v24,29,478.79,1110.22,1589.01,ROUGH,42.46230,-67.60078,42.44364,-67.59592,audited,24161,24161 13,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,14,290-2,14v24,29,478.79,1110.22,1589.01,ROUGH,42.66591,-67.60570,42.68057,-67.61389,audited,24161,24161 14,73,cod,ATLANTIC COD,0,10.2,5,45,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,14,290-2,14v24,29,478.79,1110.22,1589.01,ROUGH,42.66591,-67.60570,42.68057,-67.61389,audited,24161,24161 14,73,cod,ATLANTIC COD,0,10.2,5,46,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,14,290-2,14v24,29,478.79,1110.22,1589.01,ROUGH,42.66591,-67.60570,42.68057,-67.61389,audited,24161,24161 14,73,cod,ATLANTIC COD,0,10.2,5,54,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,14,290-2,14v24,29,478.79,1110.22,1589.01,ROUGH,42.66591,-67.60570,42.68057,-67.61389,audited,24161,24161 14,73,cod,ATLANTIC COD,0,10.2,5,57,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,14,290-2,14v24,29,478.79,1110.22,1589.01,ROUGH,42.66591,-67.60570,42.68057,-67.61389,audited,24161,24161 14,73,cod,ATLANTIC COD,0,10.2,5,82,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,15,291-1,15v24,29,478.79,1110.22,1589.01,SMOOTH,42.51252,-67.84607,42.52899,-67.84927,audited,24161,24161 15,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,16,291-2,16v24,29,478.79,1110.22,1589.01,SMOOTH,42.59276,-68.48946,42.57646,-68.49105,audited,24161,24161 16,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,17,290-1,17v24,29,478.79,1110.22,1589.01,ROUGH,42.41464,-68.23855,42.39860,-68.22797,audited,24161,24161 17,73,cod,ATLANTIC COD,0,1.3,1,,,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,18,290-4,18v24,29,478.79,1110.22,1589.01,ROUGH,42.48091,-68.21484,42.49662,-68.21836,audited,24161,24161 18,73,cod,ATLANTIC COD,0,10.5,10,45,4,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,18,290-4,18v24,29,478.79,1110.22,1589.01,ROUGH,42.48091,-68.21484,42.49662,-68.21836,audited,24161,24161 18,73,cod,ATLANTIC COD,0,10.5,10,48,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,18,290-4,18v24,29,478.79,1110.22,1589.01,ROUGH,42.48091,-68.21484,42.49662,-68.21836,audited,24161,24161 18,73,cod,ATLANTIC COD,0,10.5,10,49,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,18,290-4,18v24,29,478.79,1110.22,1589.01,ROUGH,42.48091,-68.21484,42.49662,-68.21836,audited,24161,24161 18,73,cod,ATLANTIC COD,0,10.5,10,50,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,19,290-5,19v24,29,478.79,1110.22,1589.01,ROUGH,42.75982,-68.31244,42.74470,-68.30496,audited,24161,24161 19,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,20,361-1,20v24,36,291.91,663.33,955.24,SMOOTH,43.31706,-68.50095,43.29945,-68.49561,audited,24161,24161 20,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,37,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,38,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,39,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,40,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,41,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,42,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,43,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,45,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,46,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,47,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,48,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,49,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,50,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,51,6,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,52,3,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,53,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,54,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,55,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,56,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,58,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,59,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,60,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,61,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,62,2,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,64,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,69,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,71,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,9,370-2,9v24,37,610.6,1413.11,2023.72,ROUGH,42.71010,-69.21191,42.72243,-69.22526,audited,24161,24161  9,73,cod,ATLANTIC COD,0,65,50,75,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,21,371-1,21v24,37,610.6,1413.11,2023.72,SMOOTH,43.07407,-68.78701,43.09084,-68.79012,audited,24161,24161 21,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,22,370-6,22v24,37,610.6,1413.11,2023.72,ROUGH,42.95951,-68.71465,42.94377,-68.71702,audited,24161,24161 22,73,cod,ATLANTIC COD,0,2.7,2,50,1,audited,ATLANTIC COD,ATLANTIC COD
2016,1,SPRING,22,370-6,22v24,37,610.6,1413.11,2023.72,ROUGH,42.95951,-68.71465,42.94377,-68.71702,audited,24161,24161 22,73,cod,ATLANTIC COD,0,2.7,2,52,1,audited,ATLANTIC COD,ATLANTIC COD
2016,2,FALL,17,260-5,17v24,26,297.56,686.43,983.98,ROUGH,42.47120,-70.35519,42.48629,-70.36232,audited,24162,24162 17,73,cod,ATLANTIC COD,0,7,4,48,1,audited,ATLANTIC COD,ATLANTIC COD
2016,2,FALL,17,260-5,17v24,26,297.56,686.43,983.98,ROUGH,42.47120,-70.35519,42.48629,-70.36232,audited,24162,24162 17,73,cod,ATLANTIC COD,0,7,4,54,1,audited,ATLANTIC COD,ATLANTIC COD
2016,2,FALL,17,260-5,17v24,26,297.56,686.43,983.98,ROUGH,42.47120,-70.35519,42.48629,-70.36232,audited,24162,24162 17,73,cod,ATLANTIC COD,0,7,4,55,1,audited,ATLANTIC COD,ATLANTIC COD
2016,2,FALL,17,260-5,17v24,26,297.56,686.43,983.98,ROUGH,42.47120,-70.35519,42.48629,-70.36232,audited,24162,24162 17,73,cod,ATLANTIC COD,0,7,4,61,1,audited,ATLANTIC COD,ATLANTIC COD
2016,2,FALL,22,260-3,22v24,26,297.56,686.43,983.98,ROUGH,42.60203,-70.35493,42.58673,-70.34172,audited,24162,24162 22,73,cod,ATLANTIC COD,0,19.1,6,43,1,audited,ATLANTIC COD,ATLANTIC COD
2016,2,FALL,22,260-3,22v24,26,297.56,686.43,983.98,ROUGH,42.60203,-70.35493,42.58673,-70.34172,audited,24162,24162 22,73,cod,ATLANTIC COD,0,19.1,6,46,1,audited,ATLANTIC COD,ATLANTIC COD
