INDEX_NAME,SURVEY,AREA,SEASON,STOCK,YEAR,LENGTH,FREQUENCY
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,32,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,32,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,33,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,33,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,33,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,34,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,34,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,35,5
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,35,5
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,35,5
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,36,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,36,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,37,5
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,37,5
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,37,5
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,38,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,38,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,38,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,39,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,39,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,40,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,40,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,40,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,41,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,41,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,41,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,42,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,42,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,43,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,43,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,43,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,44,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,44,7
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,45,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,45,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,45,9
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,46,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,46,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,46,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,46,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,47,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,47,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,48,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,48,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,49,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,49,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,49,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,50,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,50,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,51,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,51,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,52,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,52,10
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,53,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,53,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,54,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,54,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,55,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,56,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,56,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,57,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,58,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,59,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,59,4
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,60,6
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,62,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,63,1
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,64,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,65,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,65,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,67,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,68,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,69,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,71,1
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,78,1
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,80,1
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1978,96,1
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,2,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,2,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,3,11
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,4,24
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,5,28
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,6,18
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,7,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,7,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,7,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,7,8
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,8,1
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,9,2
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,10,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,10,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,10,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,10,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,10,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,10,12
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,11,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,12,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,13,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,14,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,15,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,16,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,17,16
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,18,17
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,19,15
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,20,20
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,21,19
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,22,21
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,22,21
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,22,21
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,22,21
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,22,21
MADMF Inshore Trawl_WGOM_SPRING,MADMF Inshore Trawl,WGOM,SPRING,WGOM,1979,22,21
